query_num	target_num	ratio
136	138	0.9438877755511023
136	150	0.9298597194388778
136	491	0.9178356713426854
136	513	0.9258517034068137
136	530	0.8637274549098196
136	637	0.8396793587174348
136	889	0.8657314629258517
137	82	0.8955823293172691
137	132	0.8875502008032129
137	136	0.9056224899598394
137	138	0.9337349397590361
137	150	0.9216867469879518
137	152	0.9076305220883534
137	188	0.8534136546184738
137	491	0.8554216867469879
137	513	0.8132530120481928
137	530	0.9136546184738956
138	82	0.928
138	132	0.862
138	136	0.94
138	137	0.918
138	150	0.986
138	152	0.97
138	188	0.958
138	491	0.9
138	530	0.976
138	577	0.896
139	65	0.988
139	202	0.966
139	277	0.948
139	306	0.862
139	344	0.906
139	386	0.926
140	152	0.882
140	183	0.87
140	188	0.888
140	267	0.792
140	282	0.878
140	577	0.904
140	590	0.908
140	993	0.792
141	163	0.9538152610441767
141	264	0.8975903614457831
141	265	0.7991967871485943
141	315	0.8333333333333334
141	334	0.8534136546184738
141	352	0.9317269076305221
141	804	0.8032128514056225
142	130	0.9899598393574297
142	147	0.929718875502008
142	164	0.9698795180722891
142	177	0.963855421686747
142	209	0.9759036144578314
142	415	0.8815261044176707
142	727	0.8875502008032129
142	989	0.7670682730923695
142	1013	0.7670682730923695
143	67	0.9436619718309859
143	134	0.7947686116700201
143	135	0.9959758551307847
143	156	0.9396378269617707
143	184	0.9496981891348089
143	194	0.8792756539235412
143	220	0.9778672032193159
143	268	0.8933601609657947
143	573	0.9456740442655935
144	167	0.9718875502008032
144	168	0.9759036144578314
144	169	0.9859437751004017
144	170	0.8775100401606426
144	213	0.9959839357429718
144	434	0.857429718875502
144	490	0.7771084337349398
144	944	0.7951807228915663
145	639	0.7641129032258065
145	918	0.8568548387096774
145	935	0.7963709677419355
145	963	0.8064516129032258
146	63	0.8080808080808081
146	96	0.9515151515151515
146	123	0.9313131313131313
146	252	0.9878787878787879
146	332	0.9757575757575757
146	441	0.9555555555555556
146	468	0.7757575757575758
146	558	0.8101010101010101
146	672	0.9353535353535354
146	955	0.8424242424242424
147	130	0.9475806451612904
147	142	0.9354838709677419
147	164	0.8729838709677419
147	177	0.8004032258064516
147	209	0.9012096774193549
147	989	0.8225806451612904
147	1013	0.782258064516129
148	58	0.8666666666666667
148	125	0.9636363636363636
148	157	0.98989898989899
148	158	0.9878787878787879
148	165	0.898989898989899
148	178	0.9797979797979798
148	446	0.997979797979798
148	485	0.9454545454545454
148	783	0.8949494949494949
148	898	0.8606060606060606
149	75	0.9779116465863453
149	211	0.8253012048192772
149	239	0.9799196787148594
149	256	0.8514056224899599
149	488	0.9477911646586346
149	489	0.9337349397590361
149	608	0.929718875502008
149	649	0.9518072289156626
149	678	0.95783132530120485
150	82	0.8594377510040161
150	136	0.9257028112449799
150	137	0.9056224899598394
150	138	0.9859437751004017
150	152	0.9779116465863453
150	188	0.963855421686747
150	491	0.8875502008032129
150	530	0.9839357429718876
150	577	0.9116465863453815
150	590	0.893574297188755
151	16	0.8853118712273642
151	129	0.9154929577464789
151	203	0.9577464788732394
151	229	0.9295774647887324
151	307	0.9356136820925554
151	310	0.9134808853118712
151	676	0.8470824949698189
151	745	0.9416498993963782
151	756	0.7806841046277666
152	137	0.891566265060241
152	138	0.9738955823293173
152	140	0.8835341365461847
152	150	0.9819277108433735
152	188	0.9839357429718876
152	491	0.8313253012048193
152	530	0.9899598393574297
152	577	0.927710843373494
152	590	0.9196787148594378
152	993	0.7871485943775101
153	174	0.98989898989899
153	206	0.9656565656565657
153	254	0.9494949494949495
153	412	0.793939393939394
153	429	0.9535353535353536
153	553	0.8
153	813	0.8323232323232324
153	848	0.8828282828282829
154	117	0.9899193548387096
154	182	0.9939516129032258
154	207	1
154	316	0.969758064516129
154	353	0.9758064516129032
154	370	0.9737903225806451
154	413	0.8911290322580645
154	460	0.9475806451612904
154	623	0.8850806451612904
154	624	0.9254032258064516
155	193	0.8666666666666667
155	208	0.9676767676767677
155	281	0.802020202020202
155	336	0.9313131313131313
155	483	0.8828282828282829
156	67	0.9818548387096774
156	122	0.9233870967741935
156	135	0.9314516129032258
156	143	0.9415322580645161
156	184	0.9758064516129032
156	194	0.9415322580645161
156	220	0.9415322580645161
156	357	0.8830645161290323
157	58	0.8805668016194332
157	125	0.9089068825910931
157	148	0.9959514170040485
157	158	0.9838056680161943
157	178	0.9757085020242915
157	446	0.9939271255060729
157	485	0.9534412955465587
157	511	0.7510121457489879
157	783	0.902834008097166
157	898	0.868421052631579
158	125	0.9777327935222672
158	126	0.9574898785425101
158	148	0.9898785425101214
158	157	0.979757085020243
158	165	0.9655870445344129
158	178	0.9919028340080972
158	269	0.9210526315789473
158	446	1
158	485	0.9392712550607287
158	783	0.840080971659919
159	99	0.8951612903225806
159	166	0.9858870967741935
159	198	0.9858870967741935
159	223	0.9415322580645161
159	360	0.7681451612903226
159	465	0.9133064516129032
159	628	0.8689516129032258
160	6	0.7782258064516129
160	69	0.8024193548387096
160	326	0.9516129032258065
160	421	0.9193548387096774
160	458	0.9576612903225806
160	501	0.9254032258064516
160	560	0.8790322580645161
160	867	0.8225806451612904
160	969	0.7520161290322581
161	83	0.9311740890688259
161	109	0.9392712550607287
161	118	0.9149797570850202
161	518	0.9109311740890689
161	578	0.888663967611336
161	797	0.7834008097165992
161	942	0.7692307692307693
163	141	0.9455645161290323
163	264	0.9274193548387096
163	315	0.7782258064516129
163	334	0.8004032258064516
163	352	0.9657258064516129
163	804	0.8266129032258065
164	130	0.9655172413793104
164	142	0.9837728194726166
164	147	0.8742393509127789
164	177	0.9939148073022313
164	209	0.9959432048681541
164	318	0.8843813387423936
164	415	0.9249492900608519
164	727	0.9148073022312373
164	871	0.8336713995943205
165	125	0.9858585858585859
165	126	0.9919191919191919
165	148	0.898989898989899
165	158	0.9636363636363636
165	178	0.9676767676767677
165	269	0.9636363636363636
165	270	0.9131313131313131
165	283	0.8828282828282829
165	446	0.9595959595959596
165	464	0.9272727272727272
166	99	0.7903225806451613
166	159	0.9919354838709677
166	198	0.9798387096774194
166	223	0.8951612903225806
166	465	0.9354838709677419
166	512	0.8931451612903226
166	628	0.8891129032258065
167	144	0.9757575757575757
167	168	0.997979797979798
167	169	0.9939393939393939
167	200	0.9434343434343434
167	213	0.9858585858585859
167	302	0.9595959595959596
167	403	0.9474747474747475
167	774	0.9212121212121213
167	944	0.8242424242424242
168	144	0.9777777777777777
168	167	0.997979797979798
168	169	0.9959595959595959
168	170	0.7696969696969697
168	213	0.9858585858585859
168	302	0.9575757575757575
168	403	0.9454545454545454
168	774	0.9171717171717172
168	944	0.8222222222222222
169	144	0.9797979797979798
169	167	0.997979797979798
169	168	1
169	170	0.8
169	213	0.9878787878787879
169	302	0.9535353535353536
169	403	0.9454545454545454
169	944	0.8242424242424242
170	144	0.9054325955734407
170	168	0.7665995975855131
170	169	0.8370221327967807
170	213	0.89738430583501
170	434	0.93158953722334
170	490	0.9235412474849095
170	609	0.9014084507042254
170	679	0.8873239436619719
171	86	0.8279352226720648
171	187	0.902834008097166
171	225	0.8502024291497976
171	288	0.951417004048583
171	303	0.9574898785425101
171	637	0.8441295546558705
171	705	0.9048582995951417
173	16	0.9249492900608519
173	192	0.8701825557809331
173	217	0.9107505070993914
173	231	0.9553752535496958
173	251	0.9432048681541582
173	311	0.8255578093306288
173	621	0.8154158215010142
174	153	0.9939271255060729
174	206	0.97165991902834
174	254	0.9473684210526315
174	412	0.7995951417004049
174	429	0.951417004048583
174	813	0.8097165991902834
174	848	0.8805668016194332
175	14	0.9144602851323829
175	74	0.8920570264765784
175	120	0.9164969450101833
175	280	0.9287169042769857
175	482	0.9389002036659878
175	635	0.9409368635437881
176	373	0.9412955465587044
176	414	0.9291497975708503
176	443	0.9230769230769231
176	461	0.9149797570850202
176	462	0.8866396761133604
176	537	0.8805668016194332
176	696	0.97165991902834
176	767	0.9230769230769231
176	789	0.9433198380566802
177	130	0.9574036511156186
177	142	0.9776876267748479
177	147	0.8052738336713996
177	164	0.9939148073022313
177	209	0.9898580121703854
177	318	0.9148073022312373
177	415	0.9350912778904665
177	727	0.922920892494929
177	871	0.8438133874239351
178	125	0.9858012170385395
178	126	0.9695740365111561
178	148	0.9837728194726166
178	157	0.973630831643002
178	158	0.9959432048681541
178	165	0.973630831643002
178	269	0.9411764705882353
178	446	0.9959432048681541
178	464	0.9026369168356998
178	485	0.8864097363083164
179	106	0.9959595959595959
179	221	0.9717171717171718
179	235	0.9797979797979798
179	270	0.9393939393939394
179	283	0.9575757575757575
179	464	0.8808080808080808
179	555	0.98989898989899
179	866	0.7676767676767676
180	94	0.9656565656565657
180	222	0.9515151515151515
180	301	0.8
180	539	0.9272727272727272
180	574	0.9595959595959596
180	585	0.9333333333333333
180	920	0.8343434343434344
181	24	0.8863636363636364
181	809	0.9070247933884298
181	845	0.7954545454545454
181	873	0.8512396694214877
181	950	0.7933884297520661
181	964	0.8202479338842975
182	117	0.9959432048681541
182	154	0.9878296146044625
182	207	0.9918864097363083
182	316	0.9432048681541582
182	353	0.9655172413793104
182	370	0.9634888438133874
182	397	0.9269776876267748
182	413	0.9127789046653144
182	460	0.9452332657200812
182	726	0.8559837728194726
183	26	0.9103869653767821
183	140	0.8859470468431772
183	267	0.9714867617107943
183	282	0.9796334012219959
183	510	0.9511201629327902
183	878	0.835030549898167
184	67	0.9939024390243902
184	122	0.9105691056910569
184	135	0.9552845528455285
184	143	0.959349593495935
184	156	0.983739837398374
184	194	0.9288617886178862
184	220	0.959349593495935
184	268	0.8617886178861789
184	573	0.9044715447154471
185	53	0.9979757085020243
185	57	0.9311740890688259
185	196	0.902834008097166
185	210	0.9817813765182186
185	237	0.8927125506072875
185	784	0.8218623481781376
186	81	0.9227642276422764
186	214	0.8983739837398373
186	240	0.7642276422764228
186	322	0.9512195121951219
186	451	0.9512195121951219
186	542	0.9329268292682927
186	729	0.8130081300813008
186	793	0.766260162601626
187	82	0.8357289527720739
187	132	0.8542094455852156
187	171	0.919917864476386
187	225	0.7679671457905544
187	288	0.944558521560575
187	303	0.9404517453798767
187	513	0.8870636550308009
187	637	0.9219712525667351
187	705	0.944558521560575
187	889	0.8624229979466119
188	137	0.8585858585858586
188	138	0.9696969696969697
188	140	0.898989898989899
188	150	0.9737373737373738
188	152	0.98989898989899
188	530	0.9797979797979798
188	577	0.9373737373737374
188	590	0.9292929292929293
188	993	0.795959595959596
189	79	0.9655172413793104
189	243	0.8012170385395537
190	5	0.9918864097363083
190	21	0.8945233265720081
190	31	0.949290060851927
190	101	0.9290060851926978
190	119	0.8052738336713996
190	519	0.9614604462474645
190	566	0.9634888438133874
191	534	0.9433198380566802
191	596	0.9352226720647774
191	653	0.8623481781376519
191	665	0.9068825910931174
192	16	0.9452332657200812
192	173	0.8722109533468559
192	231	0.8316430020283976
192	621	0.9553752535496958
193	155	0.8818737270875764
193	208	0.8961303462321792
193	281	0.9816700610997964
193	335	0.8472505091649695
193	336	0.8981670061099797
193	354	0.9307535641547862
193	483	0.9429735234215886
193	538	0.9205702647657841
193	791	0.9511201629327902
194	67	0.9392712550607287
194	121	0.7935222672064778
194	122	0.9817813765182186
194	143	0.8846153846153846
194	156	0.9534412955465587
194	184	0.9331983805668016
194	220	0.8967611336032388
194	357	0.9453441295546559
195	337	0.8065173116089613
195	399	0.8289205702647657
195	430	0.8085539714867617
196	53	0.847870182555781
196	185	0.9046653144016227
196	320	0.9533468559837728
196	487	0.9553752535496958
196	527	0.8235294117647058
196	784	0.9513184584178499
197	57	0.8582995951417004
197	131	0.9453441295546559
197	237	0.9392712550607287
197	238	0.9878542510121457
197	359	0.951417004048583
197	379	0.9392712550607287
197	400	0.9615384615384616
197	401	0.9574898785425101
197	686	0.9008097165991903
198	99	0.9513184584178499
198	159	0.9979716024340771
198	166	0.9837728194726166
198	223	0.9634888438133874
198	360	0.8681541582150102
198	465	0.9046653144016227
198	607	0.7606490872210954
199	271	0.991869918699187
199	360	0.8475609756097561
199	380	0.9654471544715447
199	448	0.9146341463414634
199	449	0.8211382113821138
199	466	0.9207317073170732
199	540	0.9349593495934959
199	541	0.8963414634146342
199	607	0.9186991869918699
199	740	0.9044715447154471
200	167	0.9513184584178499
200	211	0.8438133874239351
200	212	0.9918864097363083
200	256	0.8316430020283976
200	302	0.9776876267748479
200	403	0.9330628803245437
200	489	0.7525354969574036
200	774	0.9391480730223124
200	944	0.8113590263691683
201	81	0.945010183299389
201	214	0.9735234215885947
201	215	0.9674134419551935
201	241	0.9816700610997964
201	257	0.9837067209775967
201	274	0.9877800407331976
201	287	0.9490835030549898
202	65	0.9735234215885947
202	139	0.9857433808553971
202	277	0.945010183299389
202	344	0.8411405295315683
202	386	0.9083503054989817
202	808	0.769857433808554
203	16	0.845213849287169
203	129	0.9409368635437881
203	151	0.9694501018329938
203	229	0.9327902240325866
203	307	0.9022403258655805
203	310	0.9185336048879837
203	676	0.7942973523421588
203	745	0.9653767820773931
204	247	0.9613034623217923
204	248	0.9959266802443992
204	249	0.9959266802443992
204	250	0.9918533604887984
204	262	0.9816700610997964
204	328	0.955193482688391
204	365	0.9429735234215886
204	366	0.9775967413441955
204	438	0.9613034623217923
204	567	0.8635437881873728
205	217	0.8050682261208577
205	251	0.7933723196881092
205	311	0.8713450292397661
205	720	0.8966861598440545
206	153	0.9633401221995926
206	174	0.9653767820773931
206	254	0.9226069246435845
206	412	0.8085539714867617
206	429	0.9307535641547862
206	848	0.8513238289205702
207	117	0.9898373983739838
207	154	0.9959349593495935
207	182	0.9939024390243902
207	316	0.967479674796748
207	353	0.9735772357723578
207	370	0.9715447154471545
207	397	0.9065040650406504
207	413	0.9126016260162602
207	460	0.9471544715447154
207	624	0.9044715447154471
208	155	0.9755102040816327
208	193	0.8877551020408163
208	281	0.8775510204081632
208	336	0.9612244897959183
208	483	0.9081632653061225
208	791	0.8122448979591836
209	130	0.9735234215885947
209	142	0.9877800407331976
209	147	0.9063136456211812
209	164	0.9938900203665988
209	177	0.9877800407331976
209	415	0.9205702647657841
209	727	0.9124236252545825
209	871	0.824847250509165
209	989	0.7515274949083504
210	53	0.9959349593495935
210	57	0.9573170731707317
210	185	0.9878048780487805
210	237	0.967479674796748
210	379	0.9369918699186992
210	400	0.8617886178861789
211	75	0.8498985801217038
211	149	0.8336713995943205
211	200	0.8397565922920892
211	212	0.8498985801217038
211	256	0.9858012170385395
211	302	0.821501014198783
211	403	0.7809330628803245
211	489	0.8722109533468559
211	608	0.8559837728194726
211	774	0.8073022312373225
212	200	0.9877800407331976
212	211	0.8533604887983707
212	256	0.8411405295315683
212	302	0.9694501018329938
212	403	0.924643584521385
212	489	0.7556008146639511
212	774	0.9348268839103869
212	944	0.8004073319755601
213	144	0.9918533604887984
213	167	0.9938900203665988
213	168	0.9938900203665988
213	169	0.9918533604887984
213	170	0.8635437881873728
213	403	0.9389002036659878
213	434	0.7759674134419552
213	944	0.8167006109979633
214	81	0.9795918367346939
214	186	0.9020408163265307
214	201	0.9775510204081632
214	215	0.936734693877551
214	241	0.9938775510204082
214	257	0.9897959183673469
214	274	0.9857142857142858
214	322	0.9285714285714286
214	542	0.9326530612244898
215	201	0.9776422764227642
215	214	0.9329268292682927
215	241	0.9613821138211383
215	257	0.9654471544715447
215	274	0.9695121951219512
215	287	0.9817073170731707
216	276	0.9734693877551021
216	292	0.9857142857142858
216	421	0.789795918367347
216	749	0.963265306122449
216	969	0.8
216	1042	0.7673469387755102
217	16	0.8934426229508197
217	173	0.9221311475409836
217	205	0.8463114754098361
217	231	0.9528688524590164
217	251	0.9631147540983607
217	311	0.9364754098360656
217	720	0.8770491803278688
218	426	0.8792372881355932
218	522	0.8072033898305084
218	691	0.9449152542372882
218	712	0.9279661016949152
218	841	0.9088983050847458
218	847	0.777542372881356
219	104	0.8414634146341463
219	254	0.790650406504065
219	297	0.967479674796748
219	442	0.9532520325203252
219	524	0.8699186991869918
219	553	0.9308943089430894
219	583	0.9369918699186992
219	782	0.9004065040650406
219	813	0.8719512195121951
219	848	0.8008130081300813
220	67	0.9631901840490797
220	122	0.8773006134969326
220	134	0.7955010224948875
220	135	0.9938650306748467
220	143	0.9979550102249489
220	156	0.9591002044989775
220	184	0.9693251533742331
220	194	0.9038854805725971
220	268	0.901840490797546
220	573	0.9427402862985685
221	106	0.9755600814663951
221	126	0.8879837067209776
221	179	0.9837067209775967
221	235	0.9633401221995926
221	269	0.9144602851323829
221	270	0.9674134419551935
221	283	0.9857433808553971
221	464	0.9266802443991853
221	555	0.9959266802443992
222	94	0.926530612244898
222	180	0.9510204081632653
222	286	0.8306122448979592
222	539	0.9530612244897959
222	574	0.9510204081632653
222	585	0.9571428571428572
222	606	0.8877551020408163
222	920	0.8734693877551021
223	99	0.9938900203665988
223	159	0.9511201629327902
223	166	0.8981670061099797
223	198	0.9613034623217923
223	360	0.9531568228105907
223	380	0.845213849287169
223	607	0.9185336048879837
223	740	0.8920570264765784
224	108	0.9979591836734694
