query_id	neibor_id	neibor_ratio	query_unknown_ratio	COG_LETTER
192	130	0.8571428571428571	0	C
192	180	0.8340336134453782	0	C
192	191	0.8445378151260504	0	C
192	209	0.9033613445378152	0	C
192	211	0.7752100840336135	0	C
192	298	0.8172268907563025	0	C
192	316	0.7773109243697479	0	C
193	243	0.7540322580645161	0	J
193	250	0.7540322580645161	0	J
196	212	0.7741935483870968	0	H
197	217	0.782258064516129	0	C
197	256	0.7903225806451613	0	C
198	181	0.8137651821862348	0	C
198	231	0.7975708502024291	0	C
199	214	1.670317634173056	0.0021321961620469	U
199	353	0.8203723986856517	0.0021321961620469	U
199	354	0.7765607886089814	0.0021321961620469	U
199	488	0.7962760131434831	0.0021321961620469	U
200	209	0.854251012145749	0.01214574898785425	L
200	298	0.7530364372469636	0.01214574898785425	L
200	316	0.7651821862348178	0.01214574898785425	L
201	186	0.7975708502024291	0	H
203	180	0.8048780487804879	0	E
203	211	0.7967479674796748	0	E
203	307	0.7520325203252033	0	E
203	363	0.7723577235772358	0	E
204	229	0.7804878048780488	0	H
204	236	0.7804878048780488	0	H
206	303	0.7804878048780488	0	E
207	349	1.0408163265306123	0.00408163265306122	O
208	226	0.8244897959183674	0	I
208	321	0.7959183673469388	0	I
208	430	0.7714285714285715	0	I
208	499	0.7836734693877551	0	I
209	191	0.7863777089783281	0	C
209	192	1.0712074303405572	0	C
209	200	0.7863777089783281	0	C
209	298	0.8018575851393189	0	C
209	316	0.7832817337461301	0	C
210	235	0.7510204081632653	0	J
210	243	0.7551020408163265	0	J
210	250	0.7591836734693878	0	J
211	180	0.7909836065573771	0	J
211	191	0.7663934426229508	0	J
211	192	0.9631147540983608	0	J
211	203	0.8032786885245902	0	J
212	196	0.7813765182186235	0.979591836734694	R
212	302	0.7894736842105263	0.979591836734694	R
214	199	1.6601307189542485	0	U
214	314	0.7886710239651417	0	U
214	353	0.818082788671024	0	U
214	360	0.8061002178649237	0	U
214	488	0.7788671023965141	0	U
215	216	0.7777777777777778	0	F
215	265	0.7695473251028807	0	F
215	292	0.7901234567901234	0	F
216	215	0.757201646090535	0.00411522633744856	J
217	197	0.7942386831275721	0	C
217	256	0.8106995884773662	0	C
220	385	0.7768595041322314	0	J
222	241	0.7727272727272727	0	J
222	260	0.7644628099173554	0	J
223	362	0.9132231404958676	0.03305785123966942	H
224	252	0.7606741573033707	0	M
224	327	0.7606741573033707	0	M
226	208	0.8091286307053942	0	E
226	499	0.7717842323651453	0	E
228	301	0.7705882352941177	1	R
228	405	0.7735294117647059	1	R
229	204	0.8257261410788381	0	E
229	236	0.8340248962655602	0	E
229	280	0.8008298755186722	0	E
229	591	0.7510373443983402	0	E
231	181	0.8041666666666667	0	C
231	198	0.8125	0	C
233	234	0.8416666666666667	0.00416666666666666	F
233	317	0.8125	0.00416666666666666	F
233	323	0.7958333333333333	0.00416666666666666	F
233	340	0.8125	0.00416666666666666	F
233	368	0.8	0.00416666666666666	F
233	402	0.8125	0.00416666666666666	F
233	429	0.7958333333333333	0.00416666666666666	F
233	452	0.775	0.00416666666666666	F
234	233	0.8458333333333333	0	U
234	317	0.8125	0	U
234	323	0.7708333333333334	0	U
234	340	0.8166666666666667	0	U
234	368	0.8166666666666667	0	U
234	381	0.7875	0	U
234	402	0.8166666666666667	0	U
234	429	0.8166666666666667	0	U
234	452	0.7958333333333333	0	U
235	210	0.7666666666666667	0.03333333333333333	K
236	204	0.825	0.03333333333333333	I
236	229	0.8291666666666667	0.03333333333333333	I
236	280	0.7875	0.03333333333333333	I
237	365	0.7531380753138075	0.01255230125523012	J
239	263	0.8075313807531381	0	I
239	269	0.7866108786610879	0	I
239	364	0.7949790794979079	0	I
239	394	0.7866108786610879	0	I
241	222	0.7824267782426778	0.00836820083682008	J
241	260	0.7740585774058577	0.00836820083682008	J
243	193	0.7573221757322176	0	J
243	210	0.7740585774058577	0	J
243	250	0.7698744769874477	0	J
246	305	0.8067226890756303	0	E
247	268	0.819327731092437	0	I
247	284	0.8151260504201681	0	I
247	497	0.7647058823529411	0	I
250	193	0.7521008403361344	0.00840336134453781	J
250	210	0.7647058823529411	0.00840336134453781	J
250	243	0.7605042016806722	0.00840336134453781	J
251	421	0.7521008403361344	1	S
252	224	1.4369747899159664	0	J
254	178	0.7983193277310925	0	C
254	183	0.7941176470588235	0	C
254	264	0.8025210084033614	0	C
256	197	0.8361344537815126	0.00840336134453781	C
256	217	0.8487394957983193	0.00840336134453781	C
258	276	0.7805907172995781	0.00421940928270042	J
258	332	0.759493670886076	0.00421940928270042	J
260	222	0.7805907172995781	0.01687763713080168	J
260	241	0.7848101265822784	0.01687763713080168	J
260	315	0.7510548523206751	0.01687763713080168	J
261	334	0.8270042194092827	0.00421940928270042	E
261	403	0.7637130801687764	0.00421940928270042	E
261	421	0.7805907172995781	0.00421940928270042	E
261	510	0.8059071729957806	0.00421940928270042	E
263	239	0.8438818565400844	0	I
263	301	0.7763713080168776	0	I
263	342	0.8312236286919831	0	I
263	364	0.8354430379746836	0	I
263	394	0.8270042194092827	0	I
264	178	0.8354430379746836	0	E
264	183	0.8312236286919831	0	E
264	187	0.8227848101265823	0	E
264	254	0.8059071729957806	0	E
265	215	0.7763713080168776	0	J
266	347	0.7542372881355932	0	E
266	383	0.7627118644067796	0	E
268	247	0.8305084745762712	0.0211864406779661	L
268	284	0.7627118644067796	0.0211864406779661	L
269	190	0.7923728813559322	0.01271186440677966	J
269	239	0.7584745762711864	0.01271186440677966	J
271	357	0.7627118644067796	1	S
273	280	0.8135593220338984	0	J
274	345	0.7656903765690377	0	U
275	410	0.7829787234042553	0	D
275	427	0.7957446808510639	0	D
275	480	0.7829787234042553	0	D
275	495	0.7702127659574468	0	D
276	258	0.8	0.02978723404255319	J
276	332	0.7787234042553192	0.02978723404255319	J
276	545	0.7574468085106383	0.02978723404255319	J
280	229	0.8	0.00851063829787234	F
280	236	0.7914893617021277	0.00851063829787234	F
280	273	0.8340425531914893	0.00851063829787234	F
280	591	0.7531914893617021	0.00851063829787234	F
281	302	0.8148148148148148	0.00421940928270042	E
281	382	0.7530864197530864	0.00421940928270042	E
281	425	0.7860082304526749	0.00421940928270042	E
284	185	0.8143459915611815	0.00851063829787234	H
284	247	0.8143459915611815	0.00851063829787234	H
284	268	0.7637130801687764	0.00851063829787234	H
285	30	1.764957264957265	0	E
286	299	0.8333333333333334	0	L
286	445	0.7777777777777778	0	L
286	460	0.7863247863247863	0	L
291	365	0.7905982905982906	0	H
291	396	0.7905982905982906	0	H
292	215	0.7991452991452992	0	J
294	329	0.7811158798283262	0	C
294	398	0.7982832618025751	0	C
294	436	0.7854077253218884	0	C
297	307	0.8025751072961373	0	J
297	363	0.7939914163090128	0	J
298	191	0.8197424892703863	0	C
298	192	1.111587982832618	0	C
298	200	0.7939914163090128	0	C
298	209	0.9184549356223176	0	C
298	316	0.7854077253218884	0	C
299	286	0.8220338983050848	0	L
299	445	0.7627118644067796	0	L
299	460	0.7711864406779662	0	L
300	344	0.7811158798283262	0.9957081545064378	R
301	228	0.9055793991416308	0	L
301	263	0.7725321888412017	0	L
301	342	0.8369098712446352	0	L
301	364	0.8197424892703863	0	L
301	394	0.8111587982832618	0	L
301	405	0.7811158798283262	0	L
302	212	0.8412017167381974	0.02145922746781116	O
302	281	0.8197424892703863	0.02145922746781116	O
302	425	0.7682403433476395	0.02145922746781116	O
303	206	0.8326180257510729	0.00429184549356223	I
305	246	0.8103448275862069	0.9827586206896552	NA
306	337	0.7543103448275862	0	I
306	413	0.7931034482758621	0	I
307	203	0.7629310344827587	0	J
307	297	0.8060344827586207	0	J
307	363	0.8017241379310345	0	J
310	344	0.7974137931034483	1	S
310	477	0.853448275862069	1	S
310	621	0.7931034482758621	1	S
312	415	0.7965367965367965	0	J
312	470	0.7792207792207793	0	J
312	498	0.7619047619047619	0	J
314	214	1.5324675324675323	0	T
314	360	0.8225108225108225	0	T
314	577	0.7965367965367965	0	T
315	260	0.7835497835497836	0	J
315	322	0.7619047619047619	0	J
316	192	1.0606060606060606	0.02597402597402597	C
316	200	0.8181818181818182	0.02597402597402597	C
316	209	0.9090909090909092	0.02597402597402597	C
316	298	0.7922077922077922	0.02597402597402597	C
317	233	0.8051948051948052	0	K
317	234	0.7965367965367965	0	K
317	323	0.7922077922077922	0	K
317	340	0.8008658008658008	0	K
317	402	0.8008658008658008	0	K
317	444	0.7748917748917749	0	K
319	395	0.7748917748917749	0.00432900432900432	F
321	208	0.8130434782608695	0.00434782608695652	C
321	430	0.808695652173913	0.00434782608695652	C
322	315	0.782608695652174	0	J
322	390	0.7652173913043478	0	J
323	233	0.8130434782608695	0.01304347826086956	J
323	234	0.7782608695652173	0.01304347826086956	J
323	317	0.8217391304347826	0.01304347826086956	J
323	340	0.8173913043478261	0.01304347826086956	J
323	402	0.8173913043478261	0.01304347826086956	J
323	444	0.7913043478260869	0.01304347826086956	J
323	475	0.7521739130434782	0.01304347826086956	J
327	224	1.4565217391304348	1	NA
329	294	0.759825327510917	0	C
332	258	0.8078602620087336	0	F
332	276	0.8078602620087336	0	F
332	468	0.7860262008733624	0	F
332	533	0.759825327510917	0	F
332	545	0.7947598253275109	0	F
333	519	0.777292576419214	0	E
334	261	0.8733624454148472	0.00436681222707423	M
334	403	0.8034934497816594	0.00436681222707423	M
334	421	0.8427947598253275	0.00436681222707423	M
334	510	0.8384279475982532	0.00436681222707423	M
337	306	0.7543859649122807	0.0087719298245614	L
337	349	1.2105263157894737	0.0087719298245614	L
337	399	0.7543859649122807	0.0087719298245614	L
337	413	0.7587719298245614	0.0087719298245614	L
340	233	0.8289473684210527	0	J
340	234	0.8245614035087719	0	J
340	317	0.8201754385964912	0	J
340	323	0.8070175438596491	0	J
340	368	0.7763157894736842	0	J
340	402	0.8245614035087719	0	J
340	444	0.7850877192982456	0	J
342	263	0.8421052631578947	0.03508771929824561	J
342	301	0.868421052631579	0.03508771929824561	J
342	364	0.8596491228070176	0.03508771929824561	J
342	394	0.8508771929824561	0.03508771929824561	J
342	405	0.7894736842105263	0.03508771929824561	J
343	406	0.7624521072796935	0	C
343	407	0.7624521072796935	0	C
343	424	1.3984674329501916	0	C
343	462	0.7662835249042146	0	C
344	300	0.7894736842105263	0.0043859649122807	V
344	310	0.7675438596491229	0.0043859649122807	V
345	274	0.8289473684210527	0	U
347	266	0.775330396475771	0.00440528634361233	J
347	348	0.762114537444934	0.00440528634361233	J
347	383	0.7533039647577092	0.00440528634361233	J
348	347	0.7929515418502202	0	J
349	207	0.7520661157024794	0.0169971671388102	L
349	337	0.7834710743801653	0.0169971671388102	L
349	399	0.8099173553719008	0.0169971671388102	L
349	413	0.7553719008264462	0.0169971671388102	L
349	634	0.771900826446281	0.0169971671388102	L
350	30	1.669603524229075	0	E
353	199	1.6740088105726871	0.9251101321585904	NA
353	214	1.6872246696035242	0.9251101321585904	NA
353	354	0.8281938325991189	0.9251101321585904	NA
353	488	0.8502202643171806	0.9251101321585904	NA
353	589	0.7841409691629956	0.9251101321585904	NA
353	616	0.788546255506608	0.9251101321585904	NA
354	199	1.52863436123348	0.00440528634361233	M
354	353	0.801762114537445	0.00440528634361233	M
354	488	0.8061674008810573	0.00440528634361233	M
354	589	0.7665198237885462	0.00440528634361233	M
354	616	0.7841409691629956	0.00440528634361233	M
357	186	0.8634361233480177	0.01762114537444934	H
357	271	0.8149779735682819	0.01762114537444934	H
357	536	0.7577092511013216	0.01762114537444934	H
359	455	0.7699115044247787	0	E
360	214	1.6194690265486726	0.00884955752212389	K
360	314	0.8495575221238938	0.00884955752212389	K
360	577	0.8008849557522124	0.00884955752212389	K
362	223	0.7912087912087912	0	E
363	203	0.8362831858407079	0	D
363	297	0.8584070796460177	0	D
363	307	0.8628318584070797	0	D
364	239	0.8451327433628318	0.01327433628318584	J
364	263	0.8716814159292036	0.01327433628318584	J
364	301	0.8628318584070797	0.01327433628318584	J
364	342	0.8805309734513275	0.01327433628318584	J
364	394	0.8893805309734514	0.01327433628318584	J
365	237	0.8008849557522124	1	R
365	291	0.831858407079646	1	R
365	396	0.8451327433628318	1	R
366	426	0.8628318584070797	0	J
366	449	0.8628318584070797	0	J
366	450	0.8716814159292036	0	J
366	464	0.8628318584070797	0	J
366	478	0.8672566371681416	0	J
366	494	0.8716814159292036	0	J
366	513	0.8362831858407079	0	J
366	514	0.8716814159292036	0	J
366	540	0.8495575221238938	0	J
366	592	0.8495575221238938	0	J
368	233	0.8539823008849557	0.00442477876106194	J
368	234	0.8716814159292036	0.00442477876106194	J
368	340	0.8097345132743363	0.00442477876106194	J
368	380	0.8451327433628318	0.00442477876106194	J
368	381	0.8584070796460177	0.00442477876106194	J
368	402	0.8185840707964602	0.00442477876106194	J
368	428	0.7566371681415929	0.00442477876106194	J
368	429	0.8849557522123894	0.00442477876106194	J
368	452	0.8628318584070797	0.00442477876106194	J
371	469	0.8488888888888889	0	L
374	694	0.7822222222222223	0	T
375	443	0.7955555555555556	0.00444444444444444	E
376	461	0.7822222222222223	0	G
376	490	0.8044444444444444	0	G
378	528	0.8266666666666667	0	L
379	581	0.8311111111111111	0	J
379	594	0.8355555555555556	0	J
379	607	0.8177777777777778	0	J
380	368	0.8355555555555556	0	J
380	381	0.8666666666666667	0	J
380	426	0.8311111111111111	0	J
380	428	0.8577777777777778	0	J
380	429	0.8488888888888889	0	J
380	450	0.84	0	J
380	452	0.8622222222222222	0	J
380	515	0.8444444444444444	0	J
380	540	0.8311111111111111	0	J
381	234	0.8311111111111111	0.01777777777777777	J
381	368	0.84	0.01777777777777777	J
381	380	0.8533333333333334	0.01777777777777777	J
381	428	0.8444444444444444	0.01777777777777777	J
381	429	0.8488888888888889	0.01777777777777777	J
381	450	0.8177777777777778	0.01777777777777777	J
381	452	0.8622222222222222	0.01777777777777777	J
381	515	0.8311111111111111	0.01777777777777777	J
381	540	0.8177777777777778	0.01777777777777777	J
382	281	0.8	0.9866666666666668	NA
382	425	0.8	0.9866666666666668	NA
383	266	0.7901785714285714	0	E
383	347	0.7544642857142857	0	E
384	414	0.7946428571428571	0	H
385	220	0.84375	0.04017857142857143	L
385	485	0.78125	0.04017857142857143	L
385	519	0.7857142857142857	0.04017857142857143	L
385	690	0.7901785714285714	0.04017857142857143	L
387	46	1.239193083573487	0.00377358490566037	O
387	703	0.7953890489913544	0.00377358490566037	O
387	716	0.7636887608069164	0.00377358490566037	O
388	505	0.8214285714285714	0	D
390	322	0.7767857142857143	0	J
394	239	0.8348214285714286	0.11160714285714286	J
394	263	0.8660714285714286	0.11160714285714286	J
394	301	0.8660714285714286	0.11160714285714286	J
394	342	0.8794642857142857	0.11160714285714286	J
394	364	0.8928571428571429	0.11160714285714286	J
395	319	0.8125	0	K
396	291	0.8169642857142857	0.00892857142857142	J
396	365	0.8303571428571429	0.00892857142857142	J
398	294	0.8295964125560538	0.00448430493273542	C
398	436	0.8161434977578476	0.00448430493273542	C
399	337	0.757847533632287	0	L
399	349	1.2645739910313902	0	L
400	558	0.7533632286995515	0	D
402	233	0.8699551569506726	0	J
402	234	0.8654708520179372	0	J
402	317	0.8654708520179372	0	J
402	323	0.852017937219731	0	J
402	340	0.8654708520179372	0	J
402	368	0.820627802690583	0	J
402	429	0.8116591928251121	0	J
402	444	0.8251121076233184	0	J
403	261	0.8340807174887892	0	M
403	334	0.8385650224215246	0	M
403	421	0.8654708520179372	0	M
403	510	0.8026905829596412	0	M
404	565	0.7847533632286996	0.00448430493273542	T
405	228	0.9147982062780268	0.09417040358744394	F
405	301	0.7757847533632287	0.09417040358744394	F
405	342	0.757847533632287	0.09417040358744394	F
406	343	0.8565022421524664	0	C
406	407	0.8295964125560538	0	C
406	424	1.493273542600897	0	C
406	462	0.820627802690583	0	C
407	343	0.8565022421524664	0	C
407	406	0.8295964125560538	0	C
407	424	1.4573991031390134	0	C
407	462	0.820627802690583	0	C
407	567	0.7668161434977578	0	C
410	275	0.8161434977578476	0	C
410	427	0.8385650224215246	0	C
410	480	0.820627802690583	0	C
410	495	0.8161434977578476	0	C
410	516	0.8071748878923767	0	C
411	475	0.7522522522522522	0	P
413	306	0.8243243243243243	0.08558558558558559	U
413	337	0.7657657657657657	0.08558558558558559	U
413	349	1.1666666666666667	0.08558558558558559	U
414	384	0.8063063063063063	0.0045045045045045	H
415	312	0.8288288288288288	0.01351351351351351	J
415	470	0.8153153153153153	0.01351351351351351	J
415	498	0.8018018018018018	0.01351351351351351	J
416	636	0.76	0.00896860986547085	O
417	561	0.7567567567567568	0	O
421	251	0.8333333333333334	0.009009009009009	J
421	261	0.8513513513513513	0.009009009009009	J
421	334	0.8828828828828829	0.009009009009009	J
421	403	0.8603603603603603	0.009009009009009	J
421	510	0.8468468468468469	0.009009009009009	J
421	807	0.7792792792792793	0.009009009009009	J
424	343	0.892904953145917	0.00755667506297229	C
424	406	0.8500669344042838	0.00755667506297229	C
424	407	0.8326639892904953	0.00755667506297229	C
424	462	0.856760374832664	0.00755667506297229	C
424	552	0.8594377510040161	0.00755667506297229	C
424	622	0.8514056224899599	0.00755667506297229	C
424	763	0.8058902275769746	0.00755667506297229	C
425	281	0.8603603603603603	0.0045045045045045	E
425	302	0.8108108108108109	0.0045045045045045	E
425	382	0.8063063063063063	0.0045045045045045	E
426	366	0.9009009009009008	0.5180180180180181	NA
426	380	0.8558558558558559	0.5180180180180181	NA
426	428	0.8648648648648649	0.5180180180180181	NA
426	449	0.90990990990991	0.5180180180180181	NA
426	450	0.9054054054054054	0.5180180180180181	NA
426	464	0.90990990990991	0.5180180180180181	NA
426	478	0.8738738738738738	0.5180180180180181	NA
426	514	0.8693693693693694	0.5180180180180181	NA
426	515	0.8693693693693694	0.5180180180180181	NA
426	540	0.8873873873873874	0.5180180180180181	NA
427	275	0.8354978354978355	0.00444444444444444	C
427	410	0.8354978354978355	0.00444444444444444	C
427	480	0.8311688311688312	0.00444444444444444	C
427	495	0.8354978354978355	0.00444444444444444	C
427	516	0.8268398268398268	0.00444444444444444	C
428	368	0.7567567567567568	0.03603603603603603	J
428	380	0.8783783783783784	0.03603603603603603	J
428	381	0.8783783783783784	0.03603603603603603	J
428	426	0.8558558558558559	0.03603603603603603	J
428	429	0.8558558558558559	0.03603603603603603	J
428	449	0.8513513513513513	0.03603603603603603	J
428	450	0.8603603603603603	0.03603603603603603	J
428	452	0.8738738738738738	0.03603603603603603	J
428	515	0.8693693693693694	0.03603603603603603	J
428	540	0.8513513513513513	0.03603603603603603	J
429	233	0.8513513513513513	0.0045045045045045	J
429	234	0.8738738738738738	0.0045045045045045	J
429	368	0.8873873873873874	0.0045045045045045	J
429	380	0.8603603603603603	0.0045045045045045	J
429	381	0.8738738738738738	0.0045045045045045	J
429	402	0.8153153153153153	0.0045045045045045	J
429	428	0.8468468468468469	0.0045045045045045	J
429	452	0.8783783783783784	0.0045045045045045	J
429	515	0.8243243243243243	0.0045045045045045	J
430	208	0.8378378378378378	1	S
430	321	0.8468468468468469	1	S
436	294	0.8371040723981901	0.07692307692307693	C
436	398	0.8461538461538461	0.07692307692307693	C
440	574	0.7737556561085973	0.00452488687782805	F
440	732	0.7601809954751131	0.00452488687782805	F
440	769	0.7828054298642534	0.00452488687782805	F
442	457	1.171945701357466	0	J
442	506	0.7692307692307693	0	J
442	507	0.8054298642533937	0	J
443	375	0.7692307692307693	0.00452488687782805	I
444	317	0.8235294117647058	0.00904977375565611	J
444	323	0.8235294117647058	0.00904977375565611	J
444	340	0.8144796380090498	0.00904977375565611	J
444	402	0.8054298642533937	0.00904977375565611	J
444	475	0.832579185520362	0.00904977375565611	J
445	286	0.8280542986425339	0	L
445	299	0.8144796380090498	0	L
445	460	0.832579185520362	0	L
446	550	0.8190045248868778	0	I
446	579	0.7918552036199095	0	I
446	706	0.7692307692307693	0	I
446	707	0.8235294117647058	0	I
449	366	0.9140271493212668	0	J
449	426	0.9230769230769232	0	J
449	428	0.8733031674208145	0	J
449	450	0.918552036199095	0	J
449	464	0.9230769230769232	0	J
449	478	0.8868778280542986	0	J
449	494	0.8778280542986425	0	J
449	514	0.8868778280542986	0	J
449	515	0.8823529411764706	0	J
449	540	0.9004524886877828	0	J
450	366	0.9107142857142856	0	J
450	380	0.8705357142857143	0	J
450	381	0.8616071428571429	0	J
450	426	0.9107142857142856	0	J
450	428	0.875	0	J
450	449	0.9107142857142856	0	J
450	464	0.9107142857142856	0	J
450	478	0.8616071428571429	0	J
450	515	0.8839285714285714	0	J
450	540	0.8839285714285714	0	J
451	481	0.7692307692307693	0	J
451	551	1.4615384615384617	0	J
451	593	0.751131221719457	0	J
452	233	0.8371040723981901	0	J
452	234	0.8552036199095022	0	J
452	368	0.8642533936651584	0	J
452	380	0.8687782805429864	0	J
452	381	0.8823529411764706	0	J
452	428	0.8597285067873304	0	J
452	429	0.8733031674208145	0	J
452	515	0.8461538461538461	0	J
452	540	0.8235294117647058	0	J
453	779	0.8565737051792829	0	E
455	359	0.7818181818181819	0	L
456	613	0.7818181818181819	0.01818181818181818	M
456	668	0.7772727272727272	0.01818181818181818	M
456	722	0.7954545454545454	0.01818181818181818	M
457	134	0.7580071174377224	0	G
457	442	0.7704626334519573	0	G
460	286	0.8454545454545455	0.08636363636363636	J
460	299	0.8318181818181818	0.08636363636363636	J
460	445	0.8409090909090909	0.08636363636363636	J
461	376	0.7954545454545454	0	M
461	490	0.7863636363636364	0	M
462	343	0.8590909090909091	0.00454545454545454	C
462	406	0.8227272727272728	0.00454545454545454	C
462	407	0.8227272727272728	0.00454545454545454	C
462	424	1.5045454545454546	0.00454545454545454	C
462	552	0.7909090909090909	0.00454545454545454	C
464	366	0.8909090909090909	0	J
464	426	0.9	0	J
464	449	0.9	0	J
464	450	0.9	0	J
464	478	0.8636363636363636	0	J
464	494	0.8590909090909091	0	J
464	514	0.8590909090909091	0	J
464	515	0.8727272727272727	0	J
464	540	0.8818181818181818	0	J
464	592	0.8363636363636363	0	J
466	467	0.8136363636363636	0.00909090909090909	J
467	466	0.8090909090909091	0.01363636363636363	J
467	542	0.759090909090909	0.01363636363636363	J
468	332	0.8127853881278538	1	R
468	533	0.817351598173516	1	R
468	545	0.8264840182648402	1	R
469	371	0.8080808080808081	0.00816326530612245	I
470	312	0.821917808219178	0.0136986301369863	D
470	415	0.8264840182648402	0.0136986301369863	D
470	498	0.8127853881278538	0.0136986301369863	D
475	323	0.7808219178082192	0	H
475	411	0.7534246575342466	0	H
475	444	0.8310502283105022	0	H
476	600	0.7705627705627706	0.00448430493273542	O
477	310	0.8767123287671232	0.0410958904109589	O
477	621	0.7808219178082192	0.0410958904109589	O
478	366	0.8904109589041096	0	J
478	426	0.8584474885844748	0	J
478	449	0.8584474885844748	0	J
478	450	0.8493150684931506	0	J
478	464	0.8584474885844748	0	J
478	479	0.8264840182648402	0	J
478	494	0.8812785388127854	0	J
478	513	0.867579908675799	0	J
478	514	0.8812785388127854	0	J
478	592	0.8721461187214612	0	J
479	478	0.7990867579908676	0.0136986301369863	J
479	494	0.8127853881278538	0.0136986301369863	J
479	513	0.821917808219178	0.0136986301369863	J
479	514	0.8127853881278538	0.0136986301369863	J
479	555	0.8264840182648402	0.0136986301369863	J
479	592	0.8082191780821918	0.0136986301369863	J
480	275	0.8310502283105022	0	C
480	410	0.8356164383561644	0	C
480	427	0.8447488584474886	0	C
480	495	0.821917808219178	0	C
480	516	0.8127853881278538	0	C
481	451	0.7533039647577092	0	J
481	551	1.4052863436123348	0	J
485	385	0.7798165137614679	0	F
485	519	0.7889908256880734	0	F
488	199	1.6376146788990826	0	U
488	214	1.6238532110091743	0	U
488	353	0.8577981651376146	0	U
488	354	0.8440366972477065	0	U
488	589	0.7935779816513762	0	U
488	616	0.8073394495412844	0	U
490	376	0.8761467889908257	0	J
490	461	0.8348623853211009	0	J
490	579	0.7568807339449541	0	J
490	785	0.7889908256880734	0	J
494	366	0.8944954128440367	0.00458715596330275	J
494	449	0.8532110091743119	0.00458715596330275	J
494	464	0.8623853211009175	0.00458715596330275	J
494	478	0.8899082568807339	0.00458715596330275	J
494	479	0.8532110091743119	0.00458715596330275	J
494	513	0.8807339449541285	0.00458715596330275	J
494	514	0.8990825688073395	0.00458715596330275	J
494	592	0.8807339449541285	0.00458715596330275	J
495	275	0.8256880733944955	0	C
495	410	0.8302752293577982	0	C
495	427	0.8532110091743119	0	C
495	480	0.8256880733944955	0	C
495	516	0.8302752293577982	0	C
497	247	0.8433179723502304	0.5806451612903226	NA
497	543	0.8110599078341014	0.5806451612903226	NA
498	312	0.8110599078341014	0.02304147465437788	L
498	415	0.8202764976958525	0.02304147465437788	L
498	470	0.8202764976958525	0.02304147465437788	L
498	645	0.7603686635944701	0.02304147465437788	L
499	208	0.7957446808510639	0	H
499	226	0.8	0	H
500	521	0.7972350230414746	0	M
500	546	0.783410138248848	0	M
500	587	0.7603686635944701	0	M
503	563	0.7695852534562212	0	J
504	563	0.8064516129032258	0	E
505	388	0.8617511520737328	0.00921658986175115	D
506	442	0.7788018433179723	1	S
506	507	0.8248847926267281	1	S
507	442	0.8294930875576036	0	J
507	506	0.8433179723502304	0	J
510	261	0.8986175115207373	0.00921658986175115	H
510	334	0.880184331797235	0.00921658986175115	H
510	403	0.8110599078341014	0.00921658986175115	H
510	421	0.8525345622119815	0.00921658986175115	H
513	366	0.8341013824884793	0.02304147465437788	J
513	478	0.8387096774193549	0.02304147465437788	J
513	479	0.8387096774193549	0.02304147465437788	J
