genome	Clade1	Clade2	Subclade	Subgroup	Order	Family	Genus	Species	reference	type_strain_Freel_2024	type	depth_cat	latitude_cat	longhurst_code	description	habitat_type	waterbody_name	habitat_source
AG-891-O15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-F18	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-287-C13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-910-G11	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-F21	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-917-K20	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
SAG-MED28	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
AG-337-E15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-911-G13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-913-I06	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-J05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-918-M15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-M05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-912-P19	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-916-E17	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-N11	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-321-I23	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_tropical	PNEC	Trades - N. Pacific Equatorial Countercurrent Province	marine	North Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PNEC; inferred waterbody North Pacific Ocean
AG-422-K17	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-913-I14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-903-M21	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-287-E19	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-917-E14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-I13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-E14	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-914-I16	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-325-E13	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-390-C22	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-390-M15	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
SAG-MED05	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020)	NA	SAG	0-100m	northern_temperate	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	marine	Mediterranean Sea	Martinez-Hernandez et al., (2019); Haro-Moreno et al., (2020); coordinate in table; Longhurst MEDI; inferred waterbody Mediterranean Sea
AG-461-E04	II	IIa	IIa.B	IIa.B	Pelagibacterales	Cosmipelagibacteraceae	Cosmipelagibacter	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
CPC289	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	Chile-Peru Current Coastal Province, Pacific Ocean	NCBI BioSample SAMN07619643; Tully et al. (2018) metagenomic assembly
MED1116	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619617; Tully et al. (2018) metagenomic assembly
SP27	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	South Pacific Ocean	NCBI BioSample SAMN07619629; Tully et al. (2018) metagenomic assembly
HIMB109	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	NCBI BioSample SAMN44088532; Freel et al. (2024)
HIMB114	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	koolaupokoensis	Brandon M.S. thesis (2006)	TRUE	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	Coordinate in table; Brandon M.S. thesis (2006)
HIMB1565	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	NCBI BioSample SAMN44088572; Freel et al. (2024)
HIMB1517	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Freel et al., (2024)	NA	isolate	0-100m	northern_tropical	NPTG	Trades - N. Pacific Tropical Gyre Province	marine	Kaneohe Bay, Oahu, Pacific Ocean	NCBI BioSample SAMN44088560; Freel et al. (2024)
LSUCC0723	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	isolate	0-100m	northern_temperate	NA	NA	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087847; Lanclos et al. (2023)
LSUCC0664	III	IIIa	IIIa.1	IIIa.1	Pelagibacterales	Allofontibacteraceae	Elongatapelagibacter	NA	Lanclos et al., (2023)	NA	isolate	0-100m	northern_temperate	NA	NA	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087846; Lanclos et al. (2023)
AG-894-A09	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean near Bermuda	Marine BioSample metadata; coordinate in table; Pachiadaki et al. (2019)
AG-907-B09	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean near Bermuda	Marine BioSample metadata; coordinate in table; Pachiadaki et al. (2019)
MED602	III	IIIa	IIIa.2	IIIa.2	Pelagibacterales	Allofontibacteraceae	NA	NA	Tully et al. (2018)	NA	MAG	NA	NA	NA	NA	marine	Mediterranean Sea	NCBI BioSample SAMN07619618; Tully et al. (2018) metagenomic assembly
IMCC9063	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Oh et al., (2011)	NA	isolate	NA	northern_polar	NA	NA	brackish_coastal	Coastal waters near Ny-Alesund, Kongsfjorden, Svalbard	Oh et al. (2011): isolated from coastal surface seawater near Ny-Alesund; Dupont et al. (2014) and Lanclos et al. (2023): IMCC9063/IIIa.3 classified as brackish- or mesohaline-adapted
LSUCC0261	III	IIIa	IIIa.3	IIIa.3	Pelagibacterales	Allofontibacteraceae	NA	NA	Lanclos et al., (2023)	NA	isolate	0-100m	northern_temperate	NA	NA	brackish	Calcasieu Jetties, Cameron, Louisiana	NCBI BioSample SAMN30087845; Lanclos et al. (2023)
LSUCC0530	III	IIIb	IIIb	IIIb.16_LD12	Pelagibacterales	Allofontibacteraceae	Allofontibacter	communis	Henson et al., (2018)	TRUE	isolate	0-100m	northern_temperate	NA	NA	freshwater_oligohaline	Lake Borgne, Louisiana	NCBI BioSample SAMN07786750; Henson et al. (2018)
ME-33	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-31	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-17	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-20	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
ME-18	III	IIIb	IIIb	IIIb.8	Pelagibacterales	Allofontibacteraceae	Allofontibacter	medardense	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Medard, Czechia	Fernandes et al. (2025) Supplementary Table 2
MiE-29	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Lake Milada, Czechia	Fernandes et al. (2025) Supplementary Table 2
MKE-138	III	IIIb	IIIb	IIIb.9	Pelagibacterales	Allofontibacteraceae	Allofontibacter	abundans	Fernandes et al., (2025)	NA	isolate	0-100m	northern_temperate	NA	NA	freshwater_lake	Klicava Reservoir, Czechia	Fernandes et al. (2025) Supplementary Table 2
AG-337-G06	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-894-A11	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-900-K14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-422-B15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-439-D15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_tropical	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-896-A02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-899-O02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-905-D16	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-895-F07	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-920-L11	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-909-G09	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-N17	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-422-C21	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NATR	Trades - N. Atlantic Tropical Gyral Province (TRPG)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NATR; inferred waterbody North Atlantic Ocean
AG-911-E02	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-893-M03	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-892-M06	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-891-J04	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-426-I21	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	GFST	Westerlies - Gulf Stream Province	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst GFST; inferred waterbody North Atlantic Ocean
AG-901-G03	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-919-P09	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AH-287-F15	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_tropical	PEQD	Trades - Pacific Equatorial Divergence Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst PEQD; inferred waterbody South Pacific Ocean
AG-457-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	ARCH	Trades - Archipelagic Deep Basins Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst ARCH; inferred waterbody South Pacific Ocean
AG-461-P14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-900-M14	IV	IV	IV	IV	NA	NA	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AG-337-G11	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	SPSG	Westerlies - S. Pacific Subtropical Gyre Province	marine	South Pacific Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst SPSG; inferred waterbody South Pacific Ocean
AG-894-K15	I	Ia	Ia.4	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	northern_temperate	NASW	Westerlies - N. Atlantic Subtropical Gyral Province (West) (STGW)	marine	North Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst NASW; inferred waterbody North Atlantic Ocean
AAA795-D22	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Luo et al., (2015); Thompson et al., (2019)	NA	SAG	0-100m	northern_tropical	REDS	Coastal - Red Sea, Persian Gulf Province	marine	Red Sea	Luo et al., (2015); Thompson et al., (2019); coordinate in table; Longhurst REDS; inferred waterbody Red Sea
AG-447-O23	I	Ia	Ia.3.III	NA	Pelagibacterales	Pelagibacteraceae	NA	NA	Pachiadaki et al., (2019)	NA	SAG	0-100m	southern_temperate	EAFR	Coastal - E. Africa Coastal Province	marine	South Atlantic Ocean	Pachiadaki et al., (2019); coordinate in table; Longhurst EAFR; inferred waterbody South Atlantic Ocean
